data_year,victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,age_range_low_num,age_range_high_num,data_year,agency_id,nibrs_month_id,cargo_theft_flag,submission_date,incident_date,report_date_flag,incident_hour,cleared_except_id,cleared_except_date,incident_status,data_home,orig_format,did,data_year,offense_id,offense_code,attempt_complete_flag,location_id,num_premises_entered,method_entry_code,data_year,suspect_using_id,suspect_using_code,suspect_using_name
2021,164742867,149318353,1,1,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:03:49.832,2021-01-08,f,21,6,,ACCEPTED,,X,128744636,2021,179023789,220,C,24,,N,2021,1,A,Alcohol
2021,164742869,149318355,1,4,,,,46,43,M,20,20,N,43,,2021,2,40413524,f,2022-02-23 03:03:51.769,2021-01-09,f,0,6,,ACCEPTED,,X,128744642,2021,179023791,23G,C,35,,,2021,4,N,Not Applicable
2021,164742873,149318358,2,1,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:03:54.267,2021-01-09,f,12,6,,ACCEPTED,,X,128744651,2021,179023795,120,C,17,,,2021,1,A,Alcohol
2021,164742875,149318359,1,1,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:03:55.089,2021-01-09,f,13,6,,ACCEPTED,,X,128744654,2021,179023796,290,C,98,,,2021,4,N,Not Applicable
2021,164742876,149318360,1,8,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:03:56.25,2021-01-09,f,13,6,,ACCEPTED,,X,128744657,2021,179023797,35A,C,24,,,2021,3,D,Drugs/Narcotics
2021,164742877,149318361,1,1,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:03:57.271,2021-01-09,f,17,6,,ACCEPTED,,X,128744660,2021,179023798,23C,C,44,,,2021,4,N,Not Applicable
2021,164742881,149318364,2,8,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:04:00.151,2021-01-10,f,8,6,,ACCEPTED,,X,128744669,2021,179023802,13B,C,35,,,2021,3,D,Drugs/Narcotics
2021,164742883,149318365,1,4,,,,86,83,M,10,20,R,83,,2021,2,40413524,f,2022-02-23 03:04:00.97,2021-01-10,f,14,6,,ACCEPTED,,X,128744672,2021,179023805,13B,C,25,,,2021,1,A,Alcohol
2021,164742884,149318366,1,4,,,,30,27,F,10,20,R,27,,2021,2,40413524,f,2022-02-23 03:04:02.686,2021-01-10,f,15,6,,ACCEPTED,,X,128744675,2021,179023806,23F,C,33,,,2021,4,N,Not Applicable
2021,164742885,149318367,1,4,,,,78,75,M,10,20,R,75,,2021,2,40413524,f,2022-02-23 03:04:04.046,2021-01-10,f,17,6,,ACCEPTED,,X,128744678,2021,179023807,13B,C,35,,,2021,3,D,Drugs/Narcotics
2021,164742889,149318368,1,4,,,,56,53,M,10,20,R,53,,2021,2,40413524,f,2022-02-23 03:04:05.407,2021-01-10,f,17,6,,ACCEPTED,,X,128744681,2021,179023810,290,C,35,,,2021,4,N,Not Applicable
2021,164742906,149318382,1,4,,,,32,29,M,30,20,R,29,,2021,2,40413524,f,2022-02-23 03:04:20.265,2021-01-13,f,0,6,,ACCEPTED,,X,128744723,2021,179023824,13B,C,35,,,2021,1,A,Alcohol
2021,164742907,149318383,1,4,,,,22,19,M,10,20,N,19,,2021,2,40413524,f,2022-02-23 03:04:21.541,2021-01-12,f,22,6,,ACCEPTED,,X,128744726,2021,179023825,23G,C,33,,,2021,4,N,Not Applicable
2021,164742910,149318386,1,4,,,,37,34,M,10,20,R,34,,2021,2,40413524,f,2022-02-23 03:04:24.665,2021-01-11,f,0,6,,ACCEPTED,,X,128744735,2021,179023829,26A,C,35,,,2021,2,C,Computer Equipment (Handheld Devices)
2021,164742911,149318387,1,4,,,,36,33,M,10,20,N,33,,2021,2,40413524,f,2022-02-23 03:04:25.56,2021-01-13,f,17,6,,ACCEPTED,,X,128744738,2021,179023830,240,C,33,,,2021,4,N,Not Applicable
2021,164742914,149318390,1,1,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:04:29.74,2021-01-14,f,9,6,,ACCEPTED,,X,128744747,2021,179023833,26C,A,19,,,2021,2,C,Computer Equipment (Handheld Devices)
2021,164742915,149318391,1,4,,,,56,53,M,10,20,R,53,,2021,2,40413524,f,2022-02-23 03:04:31.302,2021-01-14,f,17,6,,ACCEPTED,,X,128744750,2021,179023834,290,C,11,,,2021,4,N,Not Applicable
2021,164742917,149318393,1,1,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:04:33.491,2021-01-15,f,8,6,,ACCEPTED,,X,128744758,2021,179023836,220,C,24,,N,2021,1,A,Alcohol
2021,164742920,149318395,1,4,,,,33,30,F,10,20,N,30,,2021,2,40413524,f,2022-02-23 03:04:34.423,2021-01-15,f,0,6,,ACCEPTED,,X,128744762,2021,179023838,23F,C,33,,,2021,4,N,Not Applicable
2021,164742923,149318398,1,4,,,,43,40,F,10,20,R,40,,2021,2,40413524,f,2022-02-23 03:04:37.282,2021-01-16,f,2,6,,ACCEPTED,,X,128744771,2021,179023842,240,C,25,,,2021,1,A,Alcohol
2021,164742925,149318400,1,4,,,,25,22,M,10,20,R,22,,2021,2,40413524,f,2022-02-23 03:04:39.004,2021-01-16,f,8,6,,ACCEPTED,,X,128744777,2021,179023844,13C,C,98,,,2021,2,C,Computer Equipment (Handheld Devices)
2021,164742927,149318401,1,4,,,,66,63,M,10,20,N,63,,2021,2,40413524,f,2022-02-23 03:04:39.939,2021-01-16,f,11,6,,ACCEPTED,,X,128744780,2021,179023845,13A,C,35,,,2021,4,N,Not Applicable
2021,164742930,149318403,1,8,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:04:41.681,2021-01-17,f,1,6,,ACCEPTED,,X,128744786,2021,179023848,520,C,25,,,2021,1,A,Alcohol
2021,164742931,149318404,2,4,,,,21,18,F,10,10,R,18,,2021,2,40413524,f,2022-02-23 03:04:43.002,2021-01-17,f,5,6,,ACCEPTED,,X,128744789,2021,179023849,13B,C,35,,,2021,4,N,Not Applicable
2021,164742951,149318423,1,4,,,,22,19,F,30,20,R,19,,2021,2,40413524,f,2022-02-23 03:05:01.082,2021-01-19,f,20,6,,ACCEPTED,,X,128744846,2021,179023870,13B,C,35,,,2021,1,A,Alcohol
2021,164742952,149318424,1,8,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:05:02.284,2021-01-20,f,1,6,,ACCEPTED,,X,128744849,2021,179023871,520,C,33,,,2021,4,N,Not Applicable
2021,164742963,149318433,1,4,,,,44,41,F,30,20,N,41,,2021,2,40413524,f,2022-02-23 03:05:11.404,2021-01-14,f,5,6,,ACCEPTED,,X,128744876,2021,179023881,13B,C,8,,,2021,1,A,Alcohol
2021,164742965,149318435,1,4,,,,38,35,F,10,20,R,35,,2021,2,40413524,f,2022-02-23 03:05:14.028,2021-01-21,f,8,6,,ACCEPTED,,X,128744882,2021,179023883,26C,A,25,,,2021,4,N,Not Applicable
2021,164742970,149318440,1,4,,,,24,21,F,10,20,R,21,,2021,2,40413524,f,2022-02-23 03:05:18.452,2021-01-21,f,13,6,,ACCEPTED,,X,128744897,2021,179023888,26A,C,15,,,2021,2,C,Computer Equipment (Handheld Devices)
2021,164742971,149318441,1,1,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:05:19.286,2021-01-21,f,17,6,,ACCEPTED,,X,128744900,2021,179023889,250,C,37,,,2021,4,N,Not Applicable
2021,164742974,149318444,2,1,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:05:21.985,2021-01-21,f,22,6,,ACCEPTED,,X,128744909,2021,179023892,220,C,35,,F,2021,3,D,Drugs/Narcotics
2021,164742977,149318445,1,4,,,,42,39,M,30,20,R,39,,2021,2,40413524,f,2022-02-23 03:05:22.769,2021-01-21,f,23,6,,ACCEPTED,,X,128744912,2021,179023894,290,C,35,,,2021,1,A,Alcohol
2021,164742978,149318446,1,4,,,,35,32,M,10,20,R,32,,2021,2,40413524,f,2022-02-23 03:05:23.611,2021-01-22,f,10,6,,ACCEPTED,,X,128744915,2021,179023895,23G,C,33,,,2021,4,N,Not Applicable
2021,164742984,149318452,1,4,,,,42,39,F,20,20,R,39,,2021,2,40413524,f,2022-02-23 03:05:29.012,2021-01-22,f,20,6,,ACCEPTED,,X,128744933,2021,179023901,13B,C,35,,,2021,1,A,Alcohol
2021,164742985,149318453,1,1,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:05:29.769,2021-01-23,f,5,6,,ACCEPTED,,X,128744936,2021,179023902,220,C,37,,F,2021,4,N,Not Applicable
2021,164742994,149318461,1,4,,,,29,26,F,10,10,R,26,,2021,2,40413524,f,2022-02-23 03:05:35.746,2021-01-24,f,1,6,,ACCEPTED,,X,128744960,2021,179023910,13B,C,33,,,2021,1,A,Alcohol
2021,164742996,149318463,1,1,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:05:37.48,2021-01-23,f,21,6,,ACCEPTED,,X,128744966,2021,179023912,220,C,10,,F,2021,4,N,Not Applicable
2021,164743001,149318468,1,4,,,,30,27,F,30,20,R,27,,2021,2,40413524,f,2022-02-23 03:05:41.782,2021-01-25,f,14,6,,ACCEPTED,,X,128744981,2021,179023917,26F,C,35,,,2021,2,C,Computer Equipment (Handheld Devices)
2021,164743002,149318469,1,4,,,,50,47,M,20,20,R,47,,2021,2,40413524,f,2022-02-23 03:05:42.7,2021-01-25,f,12,1,2021-02-28,ACCEPTED,,X,128744984,2021,179023918,290,C,35,,,2021,4,N,Not Applicable
2021,164743021,149318487,1,1,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:05:57.912,2021-01-27,f,9,6,,ACCEPTED,,X,128745038,2021,179023937,23C,C,24,,,2021,1,A,Alcohol
2021,164743022,149318488,1,8,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:05:58.792,2021-01-28,f,1,6,,ACCEPTED,,X,128745041,2021,179023938,35A,C,25,,,2021,3,D,Drugs/Narcotics
2021,164743023,149318489,1,1,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:05:59.728,2021-01-24,f,0,6,,ACCEPTED,,X,128745044,2021,179023939,23C,C,24,,,2021,4,N,Not Applicable
2021,164743025,149318491,1,4,,,,62,59,F,10,20,N,59,,2021,2,40413524,f,2022-02-23 03:06:01.632,2021-01-28,f,21,6,,ACCEPTED,,X,128745050,2021,179023941,13B,C,35,,,2021,1,A,Alcohol
2021,164743026,149318492,1,4,,,,24,21,F,30,10,R,21,,2021,2,40413524,f,2022-02-23 03:06:02.528,2021-01-28,f,0,6,,ACCEPTED,,X,128745053,2021,179023942,11A,C,35,,,2021,4,N,Not Applicable
2021,164743036,149318502,1,4,,,,48,45,F,30,20,N,45,,2021,2,40413524,f,2022-02-23 03:06:12.547,2021-01-30,f,14,6,,ACCEPTED,,X,128745083,2021,179023952,290,C,35,,,2021,1,A,Alcohol
2021,164743038,149318504,1,1,,,,104,NS,X,99,50,,,,2021,2,40413524,f,2022-02-23 03:06:13.703,2021-01-30,f,17,6,,ACCEPTED,,X,128745089,2021,179023954,23C,C,24,,,2021,4,N,Not Applicable
2021,164743040,149318506,1,4,,,,33,30,F,40,20,R,30,,2021,2,40413524,f,2022-02-23 03:06:15.363,2021-01-31,f,4,6,,ACCEPTED,,X,128745095,2021,179023957,13B,C,35,,,2021,1,A,Alcohol
2021,164743042,149318508,1,4,,,,35,32,M,10,20,R,32,,2021,2,40413524,f,2022-02-23 03:06:17.047,2021-01-31,f,15,6,,ACCEPTED,,X,128745101,2021,179023959,23D,C,35,,,2021,4,N,Not Applicable
2021,164743044,149318510,1,4,,,,41,38,M,20,20,R,38,,2021,2,40413524,f,2022-02-23 03:06:19.147,2021-01-31,f,21,6,,ACCEPTED,,X,128745107,2021,179023961,13B,C,35,,,2021,1,A,Alcohol
2021,164743045,149318511,1,4,,,,40,37,F,10,20,R,37,,2021,2,40413524,f,2022-02-23 03:06:20.048,2021-01-31,f,22,6,,ACCEPTED,,X,128745110,2021,179023962,13B,C,35,,,2021,4,N,Not Applicable
2021,164743074,149318539,1,4,,,,46,43,F,30,20,R,43,,2021,2,40414360,f,2022-02-23 03:06:44.045,2021-02-04,f,21,6,,ACCEPTED,,X,128745194,2021,179023991,13B,C,26,,,2021,1,A,Alcohol
2021,164743075,149318540,1,1,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-02-23 03:06:44.883,2021-02-05,f,16,6,,ACCEPTED,,X,128745197,2021,179023992,23C,C,17,,,2021,4,N,Not Applicable
2021,164743078,149318543,1,8,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-02-23 03:06:48.445,2021-02-06,f,1,6,,ACCEPTED,,X,128745206,2021,179023995,520,C,33,,,2021,1,A,Alcohol
2021,164743079,149318544,1,1,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-02-23 03:06:49.247,2021-02-06,f,18,6,,ACCEPTED,,X,128745209,2021,179023996,23C,C,24,,,2021,4,N,Not Applicable
2021,164743081,149318546,1,4,,,,59,56,F,10,20,N,56,,2021,2,40414360,f,2022-02-23 03:06:50.949,2021-02-06,f,20,6,,ACCEPTED,,X,128745215,2021,179023998,26A,C,33,,,2021,1,A,Alcohol
2021,164743082,149318547,1,4,,,,67,64,M,20,20,R,64,,2021,2,40414360,f,2022-02-23 03:06:51.744,2021-02-06,f,22,6,,ACCEPTED,,X,128745218,2021,179023999,290,C,35,,,2021,4,N,Not Applicable
2021,164743083,149318548,1,4,,,,21,18,M,10,20,R,18,,2021,2,40414360,f,2022-02-23 03:06:52.469,2021-02-07,f,1,6,,ACCEPTED,,X,128745221,2021,179024000,13B,C,35,,,2021,1,A,Alcohol
2021,164743086,149318551,1,1,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-02-23 03:06:54.85,2021-02-08,f,6,6,,ACCEPTED,,X,128745230,2021,179024003,250,C,41,,,2021,4,N,Not Applicable
2021,164743099,149318564,1,8,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-02-23 03:07:07.908,2021-02-10,f,1,6,,ACCEPTED,,X,128745269,2021,179024016,520,C,25,,,2021,1,A,Alcohol
2021,164743100,149318565,1,4,,,,54,51,M,10,20,R,51,,2021,2,40414360,f,2022-02-23 03:07:09.466,2021-02-10,f,15,6,,ACCEPTED,,X,128745272,2021,179024017,220,C,34,1,F,2021,4,N,Not Applicable
2021,164743101,149318566,1,1,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-02-23 03:07:10.95,2021-02-10,f,15,6,,ACCEPTED,,X,128745275,2021,179024018,23C,C,17,,,2021,3,D,Drugs/Narcotics
2021,164743102,149318567,1,4,,,,33,30,M,98,20,N,30,,2021,2,40414360,f,2022-02-23 03:07:12.306,2021-02-08,t,0,6,,ACCEPTED,,X,128745278,2021,179024019,23G,C,33,,,2021,4,N,Not Applicable
2021,165270988,149776885,1,8,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-03-03 03:07:47.602,2021-02-13,f,12,6,,ACCEPTED,,X,129863103,2021,179557802,35A,C,25,,,2021,3,D,Drugs/Narcotics
2021,164743126,149318586,1,4,,,,75,72,F,10,20,R,72,,2021,2,40414360,f,2022-02-23 03:07:35.605,2021-02-10,f,0,6,,ACCEPTED,,X,128745338,2021,179024040,23G,C,33,,,2021,4,N,Not Applicable
2021,165270995,149776892,1,8,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-03-03 03:07:53.533,2021-02-14,f,8,6,,ACCEPTED,,X,129863124,2021,179557809,35A,C,7,,,2021,3,D,Drugs/Narcotics
2021,165270996,149776893,1,4,,,,24,21,F,10,20,N,21,,2021,2,40414360,f,2022-03-03 03:07:54.457,2021-02-13,f,11,6,,ACCEPTED,,X,129863127,2021,179557810,23D,C,8,,,2021,4,N,Not Applicable
2021,165270999,149776896,1,4,,,,36,33,F,10,20,R,33,,2021,2,40414360,f,2022-03-03 03:07:56.985,2021-02-15,f,2,6,,ACCEPTED,,X,129863136,2021,179557813,13B,C,35,,,2021,1,A,Alcohol
2021,165271000,149776897,1,1,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-03-03 03:07:57.729,2021-02-15,f,8,6,,ACCEPTED,,X,129863139,2021,179557814,23H,C,37,,,2021,4,N,Not Applicable
2021,165271001,149776898,1,8,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-03-03 03:07:58.458,2021-02-15,f,8,6,,ACCEPTED,,X,129863142,2021,179557815,35A,C,35,,,2021,3,D,Drugs/Narcotics
2021,165271002,149776899,1,4,,,,26,23,F,10,20,R,23,,2021,2,40414360,f,2022-03-03 03:07:59.227,2021-02-14,f,0,6,,ACCEPTED,,X,129863145,2021,179557816,23G,C,33,,,2021,4,N,Not Applicable
2021,165271004,149776901,1,4,,,,44,41,F,30,20,R,41,,2021,2,40414360,f,2022-03-03 03:08:01.176,2021-02-15,f,15,6,,ACCEPTED,,X,129863151,2021,179557818,13B,C,35,,,2021,1,A,Alcohol
2021,164743143,149318603,1,4,,,,49,46,F,10,20,N,46,,2021,2,40413524,f,2022-02-23 03:07:51.989,2021-01-21,f,11,6,,ACCEPTED,,X,128745389,2021,179024057,290,C,44,,,2021,4,N,Not Applicable
2021,165271006,149776903,1,4,,,,46,43,M,20,20,R,43,,2021,2,40414360,f,2022-03-03 03:08:02.776,2021-02-15,f,22,6,,ACCEPTED,,X,129863157,2021,179557820,13B,C,35,,,2021,1,A,Alcohol
2021,165271007,149776904,1,4,,,,26,23,M,10,20,R,23,,2021,2,40414360,f,2022-03-03 03:08:04.735,2021-02-15,f,16,6,,ACCEPTED,,X,129863160,2021,179557821,240,C,33,,,2021,4,N,Not Applicable
2021,165271012,149776909,1,4,,,,36,33,F,40,20,R,33,,2021,2,40414360,f,2022-03-03 03:08:08.468,2021-02-16,f,22,6,,ACCEPTED,,X,129863175,2021,179557826,13C,C,15,,,2021,2,C,Computer Equipment (Handheld Devices)
2021,165271014,149776910,1,1,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-03-03 03:08:09.234,2021-02-17,f,5,6,,ACCEPTED,,X,129863178,2021,179557827,290,C,35,,,2021,4,N,Not Applicable
2021,165271019,149776915,1,4,,,,30,27,F,30,20,R,27,,2021,2,40414360,f,2022-03-03 03:08:13.928,2021-02-17,f,22,6,,ACCEPTED,,X,129863193,2021,179557832,13B,C,35,,,2021,1,A,Alcohol
2021,165271022,149776918,1,4,,,,24,21,F,10,20,N,21,,2021,2,40414360,f,2022-03-03 03:08:17.167,2021-02-15,f,22,6,,ACCEPTED,,X,129863202,2021,179557835,13B,C,35,,,2021,4,N,Not Applicable
2021,165271028,149776924,1,4,,,,55,52,F,30,20,R,52,,2021,2,40414360,f,2022-03-03 03:08:22.916,2021-02-18,f,20,6,,ACCEPTED,,X,129863220,2021,179557841,13C,C,35,,,2021,1,A,Alcohol
2021,165271029,149776925,1,1,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-03-03 03:08:23.995,2021-02-19,f,11,6,,ACCEPTED,,X,129863223,2021,179557842,290,C,44,,,2021,4,N,Not Applicable
2021,165271032,149776927,1,1,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-03-03 03:08:25.282,2021-02-19,f,16,6,,ACCEPTED,,X,129863229,2021,179557845,290,C,44,,,2021,1,A,Alcohol
2021,165271033,149776928,1,4,,,,61,58,F,10,20,R,58,,2021,2,40414360,f,2022-03-03 03:08:26.099,2021-02-16,f,15,6,,ACCEPTED,,X,129863232,2021,179557846,23G,C,33,,,2021,4,N,Not Applicable
2021,165271034,149776929,1,4,,,,78,75,F,10,20,R,75,,2021,2,40414360,f,2022-03-03 03:08:26.991,2021-02-20,f,13,6,,ACCEPTED,,X,129863235,2021,179557847,26F,C,7,,,2021,2,C,Computer Equipment (Handheld Devices)
2021,165271035,149776930,1,4,,,,26,23,M,10,20,N,23,,2021,2,40414360,f,2022-03-03 03:08:27.752,2021-02-20,f,14,6,,ACCEPTED,,X,129863238,2021,179557848,290,C,33,,,2021,4,N,Not Applicable
2021,165271036,149776931,1,5,3,10,,44,41,M,10,20,R,41,,2021,2,40414360,f,2022-03-03 03:08:28.706,2021-02-21,f,2,6,,ACCEPTED,,X,129863241,2021,179557849,13B,C,25,,,2021,1,A,Alcohol
2021,165271037,149776932,1,4,,,,30,27,M,30,20,N,27,,2021,2,40414360,f,2022-03-03 03:08:30.174,2021-02-21,f,2,6,,ACCEPTED,,X,129863244,2021,179557850,09A,C,35,,,2021,4,N,Not Applicable
2021,165271039,149776934,1,4,,,,27,24,F,30,20,N,24,,2021,2,40414360,f,2022-03-03 03:08:31.999,2021-02-21,f,17,6,,ACCEPTED,,X,129863250,2021,179557852,13B,C,33,,,2021,3,D,Drugs/Narcotics
2021,165271040,149776935,1,4,,,,46,43,F,30,20,N,43,,2021,2,40414360,f,2022-03-03 03:08:32.696,2021-02-21,f,20,6,,ACCEPTED,,X,129863253,2021,179557854,13B,C,8,,,2021,1,A,Alcohol
2021,165271041,149776936,1,1,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-03-03 03:08:33.432,2021-02-17,f,0,6,,ACCEPTED,,X,129863256,2021,179557855,290,C,33,,,2021,4,N,Not Applicable
2021,165271042,149776937,1,4,,,,44,41,F,10,20,R,41,,2021,2,40414360,f,2022-03-03 03:08:34.372,2021-02-18,f,0,6,,ACCEPTED,,X,129863259,2021,179557856,26E,C,35,,,2021,2,C,Computer Equipment (Handheld Devices)
2021,165271043,149776938,1,1,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-03-03 03:08:35.166,2021-02-13,f,0,6,,ACCEPTED,,X,129863262,2021,179557857,23G,C,33,,,2021,4,N,Not Applicable
2021,165271068,149776962,1,4,,,,27,24,M,10,20,N,24,,2021,2,40414360,f,2022-03-03 03:09:02.435,2021-02-25,f,15,6,,ACCEPTED,,X,129863334,2021,179557883,26C,A,98,,,2021,2,C,Computer Equipment (Handheld Devices)
2021,165271071,149776963,1,1,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-03-03 03:09:04.136,2021-02-26,f,22,6,,ACCEPTED,,X,129863337,2021,179557884,23C,C,24,,,2021,4,N,Not Applicable
2021,165271074,149776966,1,8,,,,104,NS,X,99,50,,,,2021,2,40414360,f,2022-03-03 03:09:07.054,2021-02-27,f,5,6,,ACCEPTED,,X,129863346,2021,179557887,35A,C,25,,,2021,3,D,Drugs/Narcotics
2021,165271075,149776967,1,4,,,,30,27,M,20,20,R,27,,2021,2,40414360,f,2022-03-03 03:09:08.396,2021-02-27,f,8,6,,ACCEPTED,,X,129863349,2021,179557888,290,C,33,,,2021,4,N,Not Applicable
2021,165271078,149776970,1,4,,,,39,36,M,30,20,N,36,,2021,2,40414360,f,2022-03-03 03:09:13.357,2021-02-27,f,22,6,,ACCEPTED,,X,129863358,2021,179557891,13C,C,33,,,2021,3,D,Drugs/Narcotics
2021,165271079,149776971,1,4,,,,30,27,F,10,20,R,27,,2021,2,40414360,f,2022-03-03 03:09:14.574,2021-02-27,f,23,6,,ACCEPTED,,X,129863361,2021,179557892,13B,C,35,,,2021,4,N,Not Applicable
2021,165271084,149776975,1,4,,,,18,15,F,20,20,R,15,,2021,2,40414360,f,2022-03-03 03:09:20.457,2021-02-20,f,0,6,,ACCEPTED,,X,129863373,2021,179557897,11A,C,35,,,2021,3,D,Drugs/Narcotics
2021,165271085,149776976,1,4,,,,71,68,F,30,20,R,68,,2021,2,40414360,f,2022-03-03 03:09:21.975,2021-02-28,f,8,6,,ACCEPTED,,X,129863376,2021,179557898,240,C,33,,,2021,4,N,Not Applicable
2021,165271094,149776984,1,1,,,,104,NS,X,99,50,,,,2021,2,40415040,f,2022-03-03 03:09:28.845,2021-03-01,f,12,6,,ACCEPTED,,X,129863400,2021,179557906,26E,C,23,,,2021,2,C,Computer Equipment (Handheld Devices)
2021,165271095,149776985,1,4,,,,32,29,M,10,20,N,29,,2021,2,40415040,f,2022-03-03 03:09:29.638,2021-03-01,f,20,6,,ACCEPTED,,X,129863403,2021,179557907,290,C,33,,,2021,4,N,Not Applicable
2021,165271098,149776988,1,4,,,,67,64,F,30,20,R,64,,2021,2,40415040,f,2022-03-03 03:09:32.258,2021-03-02,f,11,6,,ACCEPTED,,X,129863412,2021,179557910,13B,C,8,,,2021,1,A,Alcohol
